PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"If you are not the appropriate person to perform this task or if you want to delegate it to another person, use this form to reassign your task to another person.",,"Hvis du ikke er den rette person til at udføre denne opgave, eller du vil uddelegere opgaven til en anden, skal du bruge denne formular til at tildele en anden person denne opgave.",,"None",,"All",,"Sharepoint Designer",,""
"Reassign Task",,"Gentildel opgave",,"None",,"All",,"Sharepoint Designer",,""
"Reassign this task to:",,"Omfordel denne opgave til:",,"None",,"All",,"Sharepoint Designer",,""
"Task is due by:",,"Opgaven forfalder:",,"None",,"All",,"Sharepoint Designer",,""
"The workflow owner:&#160;",,"Ejeren af arbejdsprocessen:&#160;",,"None",,"All",,"Sharepoint Designer",,""
"Clear Delegates",,"Ryd stedfortrædere",,"None",,"All",,"Sharepoint Designer",,""
"Reassign",,"Tildel igen",,"None",,"All",,"Sharepoint Designer",,""
"Reject",,"Afvis",,"None",,"All",,"Sharepoint Designer",,""
"Request Change",,"Anmod om ændring",,"None",,"All",,"Sharepoint Designer",,""
"Save",,"Gem",,"None",,"All",,"Sharepoint Designer",,""
"Set Status and Submit",,"Angiv status og send",,"None",,"All",,"Sharepoint Designer",,""
"Show Change",,"Vis ændring",,"None",,"All",,"Sharepoint Designer",,""
"Show Review",,"Vis gennemsyn",,"None",,"All",,"Sharepoint Designer",,""
"Submit Change",,"Send ændring",,"None",,"All",,"Sharepoint Designer",,""
"Approval",,"Godkendelse",,"None",,"All",,"Sharepoint Designer",,""
"Change",,"Rediger",,"None",,"All",,"Sharepoint Designer",,""
"urn:schemas-microsoft-com:office:infopath:workflow:ReviewRouting-Review:1033",,"urn:schemas-microsoft-com:office:infopath:workflow:ReviewRouting-Review:1030",,"None",,"All",,"Sharepoint Designer",,""
"Please select only one recipient.",,"Vælg kun én modtager.",,"None",,"All",,"Sharepoint Designer",,""
"The name you entered could not be resolved.",,"Det indtastede navn blev ikke fundet.",,"None",,"All",,"Sharepoint Designer",,""
"Resolved names will appear underlined. The names that could not be resolved will not appear underlined.",,"Fundne navne vises med understregning. Navne, der ikke blev fundet, vises uden understregning.",,"None",,"All",,"Sharepoint Designer",,""
"You can delegate this task to only one recipient.",,"Du kan kun uddelegere denne opgave til én modtager.",,"None",,"All",,"Sharepoint Designer",,""
